,County,State,Price_2018
150,York County,Pennsylvania,172100.00004187255
151,Jefferson Parish,Louisiana,164499.99997568261
152,Knox County,Tennessee,168399.99993410436
153,Polk County,Iowa,173499.9999607804
154,Genesee County,Michigan,96599.99998792501
155,Clark County,Washington,330500.0001531746
156,Santa Barbara County,California,578399.9998563413
157,Seminole County,Florida,234700.00010244324
158,Williamson County,Texas,261200.00002901178
159,Washoe County,Nevada,334799.9999684635
160,Monterey County,California,527899.999845386
161,Solano County,California,412599.99997750984
162,Mobile County,Alabama,111300.00000990773
163,Berks County,Pennsylvania,168500.00000578378
164,Cameron County,Texas,87600.00002336
165,Prince William County,Virginia,356799.999992331
166,Hillsborough County,New Hampshire,266900.0000922847
167,Dakota County,Minnesota,263399.9999077536
168,Ada County,Idaho,259800.00001729713
169,Waukesha County,Wisconsin,273600.00008840556
170,Richland County,South Carolina,132999.99996851507
171,Pulaski County,Arkansas,127699.9999772892
172,Sarasota County,Florida,245500.00010575383
173,Clackamas County,Oregon,413199.9998553847
174,Pinal County,Arizona,190399.99998577114
175,Stark County,Ohio,117999.99998151917
176,Orange County,New York,235399.99995890725
177,Butler County,Ohio,160000.0
178,Mercer County,New Jersey,226599.99993957335
179,Westmoreland County,Pennsylvania,124700.00003479549
180,Saint Charles County,Missouri,216599.99996046416
181,Allen County,Indiana,125000.0
182,Lane County,Oregon,269399.99992761837
183,Forsyth County,North Carolina,137799.99996054647
184,Charleston County,South Carolina,315399.99985530373
185,Lehigh County,Pennsylvania,186100.00007059926
186,Placer County,California,463899.99986378354
187,Washtenaw County,Michigan,262299.9999909394
188,Orleans Parish,Louisiana,183300.000048024
189,Nueces County,Texas,144399.99998380558
190,Hamilton County,Tennessee,160400.0000071498
191,Madison County,Alabama,153299.99995479616
192,Marion County,Florida,136199.99997654834
193,Anoka County,Minnesota,233999.99989666799
194,Somerset County,New Jersey,392499.99982119555
195,Manatee County,Florida,246700.000071788
196,Collier County,Florida,327099.99999679404
197,Luzerne County,Pennsylvania,92600.00003036065
198,Cumberland County,North Carolina,104899.99997127852
199,Saint Louis City,Missouri,118399.99996834753
200,Chesterfield County,Virginia,228800.00008993072
201,Marion County,Oregon,245099.99989101692
202,Brazoria County,Texas,205899.9999346966
203,Loudoun County,Virginia,481900.00008296274
204,Rockland County,New York,440000.0001936194
205,Bell County,Texas,130099.99995657054
206,McHenry County,Illinois,202099.9999990622
207,Henrico County,Virginia,222399.99996832284
208,Davis County,Utah,292799.99988208234
209,Albany County,New York,223200.00002856963
210,Lorain County,Ohio,133100.00005841558
211,Larimer County,Colorado,357999.999958438
212,Northampton County,Pennsylvania,197600.00008343955
213,Escambia County,Florida,136299.99996485803
214,Dutchess County,New York,256899.99988657093
215,Lake County,Florida,196499.99995472352
216,Fayette County,Kentucky,172599.9999988576
217,Winnebago County,Illinois,103199.99996633327
218,Rockingham County,New Hampshire,327500.00014255656
219,Boulder County,Colorado,507699.9999145934
220,Anchorage Borough,Alaska,339299.9999675452
221,Galveston County,Texas,195099.99991401148
222,Gloucester County,New Jersey,192400.00000506316
223,Howard County,Maryland,432700.00012009154
224,Douglas County,Colorado,469399.99999281287
225,Lancaster County,Nebraska,171100.0000156568
226,Spartanburg County,South Carolina,131499.99994732605
227,Cumberland County,Maine,278899.9999617105
228,Ingham County,Michigan,122199.99998806894
229,Erie County,Pennsylvania,116899.99996756531
230,Lubbock County,Texas,130299.99998443747
231,Saint Lucie County,Florida,196000.0000766124
232,Leon County,Florida,167799.99995843737
233,Greene County,Missouri,130100.00005856327
234,Hamilton County,Indiana,249499.99989767696
235,Atlantic County,New Jersey,171999.9999666559
236,New London County,Connecticut,229899.99999674672
237,Saint Clair County,Illinois,93799.9999800675
238,San Luis Obispo County,California,582400.0000669841
239,Horry County,South Carolina,166600.00005626195
240,Madison County,Illinois,112799.99996390399
241,Osceola County,Florida,193500.00000627662
242,Dauphin County,Pennsylvania,151499.99995168886
243,Durham County,North Carolina,205299.99995769793
244,Chatham County,Georgia,158999.9999375357
245,Ottawa County,Michigan,193100.00003332135
246,Rutherford County,Tennessee,212600.00003808315
247,Lexington County,South Carolina,135499.99994752422
248,Santa Cruz County,California,813199.9996263358
249,Clayton County,Georgia,92099.99998975791
250,Merced County,California,243600.00003995263
251,Cleveland County,Oklahoma,156800.00007203795
252,Weld County,Colorado,298699.9998763052
253,Marin County,California,1073599.9997637803
254,Jefferson County,Texas,93999.9999945717
255,Thurston County,Washington,288000.00002888124
256,Kitsap County,Washington,337800.00009722455
257,Kalamazoo County,Michigan,144600.00004953553
258,Webb County,Texas,132000.00004061538
259,Brown County,Wisconsin,165199.99998802628
260,Alachua County,Florida,170500.00000516666
261,Harford County,Maryland,266800.00012668205
262,Yakima County,Washington,187799.99999713965
263,Norfolk City,Virginia,181100.0000002876
264,Mahoning County,Ohio,80099.99999146476
265,Buncombe County,North Carolina,272799.99996197096
266,Washington County,Minnesota,280200.000116359
267,Cumberland County,Pennsylvania,191300.00000344685
268,McLennan County,Texas,137500.0000347456
269,Oneida County,New York,118899.99998379478
270,Saint Tammany Parish,Louisiana,188999.99995581296
271,Frederick County,Maryland,303100.0000579136
272,Weber County,Utah,231400.000003581
273,Lake County,Ohio,140500.00005465458
274,Montgomery County,Alabama,82299.99998677835
275,York County,South Carolina,180200.00001109793
276,Chesapeake City,Virginia,254399.9999877259
277,Clay County,Missouri,173200.0000487433
278,Lafayette Parish,Louisiana,164299.99999900666
279,Benton County,Arkansas,167399.99995757858
280,Butte County,California,271300.0000487792
281,Saratoga County,New York,261099.99994864737
282,Jefferson County,Missouri,161200.00000367616
283,Niagara County,New York,131299.9999496888
284,Barnstable County,Massachusetts,398800.0001785812
285,Lackawanna County,Pennsylvania,118600.00000117521
286,Cherokee County,Georgia,233900.00002326226
287,Warren County,Ohio,209299.9999189867
288,Linn County,Iowa,141100.0000581626
289,Yavapai County,Arizona,279799.9999185299
290,Trumbull County,Ohio,79300.00002244161
291,Smith County,Texas,145400.0000384936
292,Dona Ana County,New Mexico,162099.9999304877
293,Washington County,Pennsylvania,137499.9999636884
294,Arlington County,Virginia,651299.9999796649
295,Gaston County,North Carolina,134100.00004693939
296,Richmond City,Virginia,200900.00008513805
297,Henry County,Georgia,162900.00003428047
298,Jackson County,Oregon,287799.9998674905
299,Washington County,Arkansas,168500.0000652641
300,New Hanover County,North Carolina,221900.00008661384
301,Union County,North Carolina,210899.99999276453
302,Whatcom County,Washington,354100.000155244
303,Champaign County,Illinois,133899.99996699166
304,Yolo County,California,419100.00010926934
305,Broome County,New York,102100.00001041472
306,Saint Louis County,Minnesota,138600.0000491383
307,Mohave County,Arizona,191099.99995009162
308,Saginaw County,Michigan,103300.00000540366
309,Elkhart County,Indiana,141499.9999699324
310,Sangamon County,Illinois,118999.99996794613
311,Clermont County,Ohio,162500.0
312,Sussex County,Delaware,268000.00010731496
313,York County,Maine,270399.9999475497
314,Yuma County,Arizona,140600.00000096767
315,Racine County,Wisconsin,207999.99998547995
316,Shelby County,Alabama,203400.00004711896
317,Brazos County,Texas,199099.9999335097
318,Tuscaloosa County,Alabama,141600.00004226866
319,Kanawha County,West Virginia,98900.00001348637
320,Calcasieu Parish,Louisiana,144999.99994683333
321,Clay County,Florida,192200.0000636725
322,Saint Johns County,Florida,297300.0000408859
323,Litchfield County,Connecticut,261399.99992445426
324,Muscogee County,Georgia,88399.99998821333
325,Canyon County,Idaho,186400.00007254485
326,Anderson County,South Carolina,137500.00003423804
327,Harrison County,Mississippi,108199.9999937985
328,Peoria County,Illinois,94399.99995723843
329,Hawaii County,Hawaii,333899.9999537881
330,Williamson County,Tennessee,440800.00014476565
331,Ulster County,New York,208400.00005253323
332,Baldwin County,Alabama,183000.0000645383
333,El Dorado County,California,450800.00011538994
334,Livingston County,Michigan,247499.99988800907
335,Okaloosa County,Florida,206599.99991672803
336,Newport News City,Virginia,172299.9999322729
337,Vanderburgh County,Indiana,112299.99996385637
338,Hall County,Georgia,176199.99995871162
339,Cabarrus County,North Carolina,179500.0000176424
340,Shawnee County,Kansas,114399.99996672
341,Berkeley County,South Carolina,185300.00001372595
342,Onslow County,North Carolina,135200.00004275393
343,Shasta County,California,245099.99999716645
344,Outagamie County,Wisconsin,158700.0000604959
345,Forsyth County,Georgia,320300.0001146625
346,Benton County,Washington,251399.99991673892
347,Imperial County,California,192300.0000309407
348,Tippecanoe County,Indiana,146099.99994788086
349,Hernando County,Florida,148900.00005096517
350,Medina County,Ohio,187599.9999684042
351,Montgomery County,Tennessee,149000.0000534777
352,Muskegon County,Michigan,114199.99999360992
353,Beaver County,Pennsylvania,131000.00004791513
354,Monroe County,Pennsylvania,137200.00004966516
355,McLean County,Illinois,146399.9999657637
356,Minnehaha County,South Dakota,182700.00004151845
357,Johnston County,North Carolina,165299.9999444416
358,Bay County,Florida,190999.99995211448
359,Carroll County,Maryland,309500.00006940536
360,Winnebago County,Wisconsin,170800.00007273612
361,Kenosha County,Wisconsin,167300.00006421897
362,Kent County,Rhode Island,229299.9999061294
363,Middlesex County,Connecticut,290600.0001212974
364,Scott County,Iowa,153000.00007347175
365,Porter County,Indiana,188500.0000576467
366,Saint Clair County,Michigan,132100.00005493712
367,Davidson County,North Carolina,125200.00004451556
368,Boone County,Missouri,167799.99996436608
369,Kent County,Delaware,195399.99991825197
370,Beaufort County,South Carolina,294899.99996589334
371,Portage County,Ohio,151700.00005710058
372,DeSoto County,Mississippi,159599.99994671118
373,Sumner County,Tennessee,223799.9999688626
374,Jackson County,Michigan,121799.9999709568
375,Aiken County,South Carolina,99599.99999099268
376,Charlotte County,Florida,189199.9999605833
377,Kenton County,Kentucky,142999.99997370323
378,Iredell County,North Carolina,182799.999972337
379,Rensselaer County,New York,177999.99997854247
380,Pueblo County,Colorado,144600.000051421
381,Sarpy County,Nebraska,190500.0000888045
382,Hampshire County,Massachusetts,259300.00008621227
383,Deschutes County,Oregon,353099.99984961713
384,Wyandotte County,Kansas,93799.99998160785
385,Hays County,Texas,250599.9999712547
386,Cumberland County,New Jersey,133399.99994173105
387,Sullivan County,Tennessee,121500.00003860834
388,Berrien County,Michigan,129200.00005058818
389,Chittenden County,Vermont,315399.99997786665
390,Bibb County,Georgia,84400.0000103877
391,Maui County,Hawaii,599600.0002602108
392,Schenectady County,New York,164299.9999635309
393,Catawba County,North Carolina,126399.99998312323
394,Penobscot County,Maine,141400.00005841258
395,Ouachita Parish,Louisiana,110299.99995297217
396,Kings County,California,198700.00007989354
397,Tolland County,Connecticut,209699.99990144392
398,Monroe County,Michigan,146700.0000036675
399,Santa Rosa County,Florida,191000.00004856722
400,Alamance County,North Carolina,135699.999967432
401,Johnson County,Texas,173099.99992950016
402,Madera County,California,228200.00010437763
403,Stearns County,Minnesota,175200.00006319614
404,Cass County,North Dakota,223799.9999852484
405,Franklin County,Pennsylvania,164500.00007257354
406,Ellis County,Texas,198899.99999029757
407,Sussex County,New Jersey,217600.00005883566
408,Schuylkill County,Pennsylvania,65100.00002158207
409,Yellowstone County,Montana,216100.00007858183
410,Rock Island County,Illinois,91800.00000777966
411,Washington County,Maryland,177299.99992833738
412,Mesa County,Colorado,217399.99991150736
413,Charles County,Maryland,285500.00001043355
414,Merrimack County,New Hampshire,236099.9999082615
415,Martin County,Florida,257299.99991965765
416,Fairfield County,Ohio,170700.00005996108
417,Hendricks County,Indiana,176800.00003321204
418,Olmsted County,Minnesota,208800.00004134653
419,Santa Fe County,New Mexico,315800.000109537
420,Cambria County,Pennsylvania,75199.99999050106
421,Randolph County,North Carolina,122399.99999706825
422,Rankin County,Mississippi,164099.99993152393
423,Citrus County,Florida,140699.99994690393
424,Lee County,Alabama,178599.99997885377
425,Houston County,Georgia,123499.9999465716
426,Jackson County,Mississippi,109799.99995546951
427,Johnson County,Indiana,153999.99994851873
428,Kootenai County,Idaho,272100.00006732723
429,Rowan County,North Carolina,124499.99995563175
430,Clark County,Ohio,100200.00003974415
431,Washington County,Utah,268700.00000926846
432,Indian River County,Florida,203699.99996629625
433,Monroe County,Indiana,164300.00004685528
434,Hampton City,Virginia,152199.9999319105
435,Ector County,Texas,143299.99995327726
436,Florence County,South Carolina,119600.0000473584
437,Midland County,Texas,210099.99998873306
438,Fayette County,Pennsylvania,86399.99999081463
439,Dorchester County,South Carolina,196200.0000645979
440,Napa County,California,639199.9999200056
441,Calhoun County,Michigan,87999.99997862348
442,Tazewell County,Illinois,117099.99995934717
443,Chautauqua County,New York,80600.00002949023
444,Humboldt County,California,277999.9998780117
445,Coconino County,Arizona,333699.99989464565
446,Robeson County,North Carolina,67499.99998633603
447,Marathon County,Wisconsin,135899.9999564326
448,Orange County,North Carolina,278799.99988115166
449,Lebanon County,Pennsylvania,166300.00006946953
450,Douglas County,Georgia,147500.0000022187
451,Washington County,Wisconsin,231399.99999697765
452,Madison County,Indiana,80799.99997230679
453,Rapides Parish,Louisiana,108099.99995536085
454,Sandoval County,New Mexico,191899.99996748255
455,Guadalupe County,Texas,213799.99992506363
456,Taylor County,Texas,125000.0
457,Wichita County,Texas,83900.00002922256
458,Cochise County,Arizona,129299.99995244753
459,Berkshire County,Massachusetts,195199.99998822546
460,Black Hawk County,Iowa,133099.9999361792
461,Johnson County,Iowa,211399.99993698104
462,Scott County,Minnesota,272600.0000957682
463,Stafford County,Virginia,320700.00006979314
464,Hunterdon County,New Jersey,373600.0000565276
465,Livingston Parish,Louisiana,152900.0000067807
466,Coweta County,Georgia,193100.00002006112
467,Blair County,Pennsylvania,117899.99997539127
468,Washington County,Rhode Island,353099.99989084946
469,Sebastian County,Arkansas,107700.00003300935
470,Wood County,Ohio,136800.00000234347
471,Wright County,Minnesota,231900.00003946645
472,Richland County,Ohio,93400.00000088447
473,Comanche County,Oklahoma,85099.99998861276
474,Columbia County,Georgia,185199.9999665324
475,Strafford County,New Hampshire,233499.9999790583
476,Blount County,Tennessee,172400.00002316388
477,Washington County,Tennessee,144499.99998487902
478,Wayne County,North Carolina,84399.99997717855
479,Spotsylvania County,Virginia,264600.00008874276
480,Kennebec County,Maine,145899.9999730588
481,Oswego County,New York,98800.00003504059
482,Tangipahoa Parish,Louisiana,126499.9999516967
483,Randall County,Texas,164699.99999266284
484,Pickens County,South Carolina,144300.00006294227
485,Boone County,Kentucky,181900.00007073887
486,Windham County,Connecticut,165900.00001739274
487,Delaware County,Indiana,82600.00001988185
488,Jasper County,Missouri,100000.0
489,Bossier Parish,Louisiana,165500.00004152692
490,Parker County,Texas,260899.99997894294
491,Skagit County,Washington,319499.999874599
492,Clarke County,Georgia,157899.99999990905
493,Linn County,Oregon,221700.00008426726
494,Mercer County,Pennsylvania,100999.9999959841
495,Jefferson County,New York,134100.00006226072
496,Lycoming County,Pennsylvania,141099.9999523139
497,Canadian County,Oklahoma,159099.99995561794
498,Kendall County,Illinois,227299.99989434687
499,Harnett County,North Carolina,153900.0000689403
500,La Crosse County,Wisconsin,165700.00007446134
501,Wayne County,Ohio,135500.00003617042
502,Wilson County,Tennessee,264600.0000182483
503,La Salle County,Illinois,92799.99995854995
504,Warren County,Kentucky,170500.00005620878
505,Kankakee County,Illinois,114100.0000324033
506,Faulkner County,Arkansas,141900.00006041946
507,Cache County,Utah,224299.9999182426
508,Saint Lawrence County,New York,76699.99997862296
509,Terrebonne Parish,Louisiana,141999.9999600536
510,La Porte County,Indiana,129100.00004037624
511,Allegan County,Michigan,164299.9999924067
512,Douglas County,Kansas,192300.00002295012
513,Macon County,Illinois,71900.00000199987
514,Carroll County,Georgia,133400.00002052306
515,Tom Green County,Texas,138700.00001015587
516,Missoula County,Montana,280500.0000720154
517,Lowndes County,Georgia,121200.0000282769
518,Warren County,New Jersey,223400.00003665235
519,Comal County,Texas,289200.00009163877
520,Ontario County,New York,159300.00002857528
521,Vigo County,Indiana,81800.00001281415
522,Columbiana County,Ohio,78999.99999910532
523,Bay County,Michigan,85600.00003608166
524,Eaton County,Michigan,144300.0000308484
525,Androscoggin County,Maine,158200.00001445189
526,Douglas County,Oregon,177500.00001106056
527,Sumter County,South Carolina,60799.9999923301
528,Navajo County,Arizona,177399.9999592882
529,Brunswick County,North Carolina,221800.00007757946
530,Ascension Parish,Louisiana,200499.9999956116
531,Saline County,Arkansas,156299.99993086144
532,Henderson County,North Carolina,230699.9999362066
533,Fayette County,Georgia,261099.99999816643
534,Allen County,Ohio,90099.9999835926
535,Hardin County,Kentucky,141800.00002903296
536,DeKalb County,Illinois,156900.00002285404
537,Saint Marys County,Maryland,270499.99999951315
538,Etowah County,Alabama,91299.99999823062
539,Bonneville County,Idaho,179899.99994357285
540,Craven County,North Carolina,139699.99998327804
541,Kaufman County,Texas,188900.0000341696
542,Whitfield County,Georgia,115200.00004752813
543,Miami County,Ohio,129699.99997059767
544,Cowlitz County,Washington,205499.99998956264
545,Walworth County,Wisconsin,194900.00008752497
546,Woodbury County,Iowa,108600.0000177306
547,Fond du Lac County,Wisconsin,135600.00003737008
548,Tompkins County,New York,204399.9999333391
549,Houston County,Alabama,128400.00004317875
550,Ashtabula County,Ohio,87200.00003353845
551,Franklin County,Missouri,145899.99996806518
552,Adams County,Pennsylvania,183200.00005586693
553,Cecil County,Maryland,214299.99992878476
554,Pennington County,South Dakota,202000.0000113643
555,Bartow County,Georgia,149899.9999854964
556,Newton County,Georgia,134999.99995650773
557,Lenawee County,Michigan,119200.00004581861
558,Hanover County,Virginia,263399.99991454725
559,Putnam County,New York,333400.00001255964
560,Cass County,Missouri,178800.00002795452
561,Yamhill County,Oregon,296700.0000144997
562,Steuben County,New York,94400.00000956959
563,Albemarle County,Virginia,308500.00000608206
564,Bradley County,Tennessee,138100.00004956042
565,Highlands County,Florida,121899.99998004775
566,Nevada County,California,428499.999912465
567,Eau Claire County,Wisconsin,156099.99999588224
568,Wicomico County,Maryland,141999.99994091026
569,Madison County,Tennessee,103500.00002987345
570,Cleveland County,North Carolina,90499.99999550199
571,Fairbanks North Star Borough,Alaska,249299.99994200483
572,Cape May County,New Jersey,325300.00011621875
573,Roanoke City,Virginia,113100.0000303439
574,Daviess County,Kentucky,116399.99999713477
575,Craighead County,Arkansas,120699.99997195667
576,Cabell County,West Virginia,88400.00001102778
577,Lafourche Parish,Louisiana,123699.99996929364
578,Floyd County,Georgia,118100.00001832748
579,Monongalia County,West Virginia,182400.000054192
580,Garland County,Arkansas,135800.00004920707
581,Flagler County,Florida,207100.00002208323
582,Portsmouth City,Virginia,145199.99994813604
583,Madison County,Mississippi,201100.00005983817
584,Sutter County,California,271899.9998898214
585,Dougherty County,Georgia,82899.99999981516
586,Northumberland County,Pennsylvania,80000.0
587,Montgomery County,Virginia,203399.99991435788
588,Wayne County,New York,122800.00003573047
589,Dubuque County,Iowa,155800.000027736
590,Rockingham County,North Carolina,61700.00002464577
591,Sumter County,Florida,243599.9999625654
592,Geauga County,Ohio,219299.99990829275
593,Pottawattamie County,Iowa,123800.00002116401
594,Lauderdale County,Alabama,111399.99995184768
595,Orangeburg County,South Carolina,69899.99997538004
596,Roanoke County,Virginia,178999.9999423495
597,Laramie County,Wyoming,234099.99997911954
598,Lawrence County,Pennsylvania,89400.00001423566
599,Carver County,Minnesota,316999.99989513506
600,Flathead County,Montana,263300.0000154122
601,Campbell County,Kentucky,143400.0000560068
602,Sevier County,Tennessee,166600.00005754782
603,Story County,Iowa,172099.9999694309
604,Gallatin County,Montana,355299.9998640728
605,Platte County,Missouri,216100.0000082358
606,Buchanan County,Missouri,96900.00000764754
607,Grant County,Washington,161800.00000294516
608,Grafton County,New Hampshire,193300.00007701304
609,Matanuska Susitna Borough,Alaska,251700.00010617165
610,Chemung County,New York,94500.00001097677
611,Crawford County,Pennsylvania,93199.99995890728
612,Dodge County,Wisconsin,147399.99994785595
613,Calvert County,Maryland,311600.0000136155
614,Sherburne County,Minnesota,229899.99992534748
615,Lapeer County,Michigan,158199.99993656526
616,Moore County,North Carolina,199399.9999121908
617,Mendocino County,California,350000.00009706046
618,Grand Traverse County,Michigan,209499.99999952898
619,Wood County,West Virginia,99099.99997756226
620,Rogers County,Oklahoma,153200.00003408652
621,Ozaukee County,Wisconsin,268800.00007205526
622,Hunt County,Texas,98999.99999244275
623,Muskingum County,Ohio,103300.0000307905
624,Benton County,Oregon,343700.00010664895
625,Rockdale County,Georgia,141300.000035325
626,Suffolk City,Virginia,226900.00005815955
627,Saint Croix County,Wisconsin,246099.99990664865
628,Walton County,Georgia,176799.9999913756
629,Jefferson County,Wisconsin,179600.00004938556
630,Midland County,Michigan,123499.9999455147
631,Saint Clair County,Alabama,159000.00007499105
632,Caldwell County,North Carolina,99799.99998717503
633,Madison County,Kentucky,151700.00001632393
634,Lee County,Mississippi,125599.99996206899
635,Newport County,Rhode Island,375199.99986911623
636,Bannock County,Idaho,153600.0
637,Limestone County,Alabama,142700.00001326174
638,Howard County,Indiana,90099.99999184241
639,Josephine County,Oregon,264800.00000766147
640,Talladega County,Alabama,91300.00002980063
641,Clinton County,New York,127299.99996565543
642,Clearfield County,Pennsylvania,68400.00003019035
643,Vermilion County,Illinois,55099.999997244995
644,Manitowoc County,Wisconsin,110599.9999689648
645,Cascade County,Montana,185200.00002144033
646,Burleigh County,North Dakota,267299.99991646875
647,Wilson County,North Carolina,123799.99999676573
648,Maury County,Tennessee,179600.00003173083
649,Cattaraugus County,New York,74300.00003063417
650,Cayuga County,New York,119199.99996764715
651,Glynn County,Georgia,180000.000036961
652,Scioto County,Ohio,73599.99998233601
