Date,RegionID,RegionName,State,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
1/31/2019,3101,Los Angeles County,CA,Los Angeles-Long Beach-Anaheim,0,618900,0.001942691,0.00699642,0.039120215,0.068294865,0.041077354,2019-01,2019-Q1,618900,0,2019-01
1/31/2019,139,Cook County,IL,Chicago-Naperville-Elgin,1,223300,0.003595506,0.00767148,0.02998155,0.051399558,-0.001245346,2007-02,2007-Q1,266900,-0.163357063,2004-05
1/31/2019,1090,Harris County,TX,Houston-The Woodlands-Sugar Land,2,189400,0.005307856,0.016094421,0.062254627,0.075045971,0.036687151,2019-01,2019-Q1,189400,0,2019-01
1/31/2019,2402,Maricopa County,AZ,Phoenix-Mesa-Scottsdale,3,272000,0.004431315,0.016062757,0.074674042,0.072256743,0.037076301,2006-05,2006-Q2,290300,-0.063038236,2005-11
1/31/2019,2841,San Diego County,CA,San Diego-Carlsbad,4,591400,-0.00185654,-0.000507014,0.033735361,0.061072285,0.042888437,2018-11,2018-Q4,592600,-0.002024975,2018-10
1/31/2019,1286,Orange County,CA,Los Angeles-Long Beach-Anaheim,5,725400,0,0.00373599,0.033922463,0.048151288,0.035696876,2019-01,2019-Q1,725400,0,2019-01
1/31/2019,581,Kings County,NY,New York-Newark-Jersey City,6,779700,-0.003705597,-0.007257448,0.023496981,0.072643037,0.047225964,2018-10,2018-Q4,785400,-0.007257448,2018-05
1/31/2019,2964,Miami-Dade County,FL,Miami-Fort Lauderdale-West Palm Beach,7,304300,0.004621987,0.014671557,0.070724842,0.109493278,0.0372942,2007-01,2007-Q1,325000,-0.063692308,2006-04
1/31/2019,978,Dallas County,TX,Dallas-Fort Worth-Arlington,8,213000,0.017191977,0.052891745,0.143931257,0.126145372,0.057395821,2019-01,2019-Q1,213000,0,2019-01
1/31/2019,1347,Queens County,NY,New York-Newark-Jersey City,9,646300,0.001549667,0.006697819,0.062993421,0.075136566,0.038047376,2019-01,2019-Q1,646300,0,2019-01
1/31/2019,2832,Riverside County,CA,Riverside-San Bernardino-Ontario,10,381000,0.006073409,0.009004237,0.050454921,0.069722706,0.044505678,2006-07,2006-Q3,426900,-0.107519325,2005-04
1/31/2019,3250,San Bernardino County,CA,Riverside-San Bernardino-Ontario,11,346900,0.002311471,0.009604191,0.058590174,0.080544551,0.045788497,2006-07,2006-Q3,390300,-0.111196516,2005-09
1/31/2019,445,Clark County,NV,Las Vegas-Henderson-Paradise,12,277900,0,0.009811047,0.112489992,0.102767076,0.039084478,2006-06,2006-Q2,316800,-0.122790404,2004-12
1/31/2019,207,King County,WA,Seattle-Tacoma-Bellevue,13,621400,0.000805283,-0.006237006,0.00615285,0.107946975,0.049803597,2018-06,2018-Q2,631400,-0.015837821,2018-02
1/31/2019,791,Wayne County,MI,Detroit-Warren-Dearborn,14,81000,0.007462687,0.037131882,0.205357143,0.169651976,0.012411803,2005-12,2005-Q4,116200,-0.30292599,1999-08
1/31/2019,2049,Tarrant County,TX,Dallas-Fort Worth-Arlington,15,213500,0.008502598,0.028915663,0.106217617,0.098787085,0.048624452,2019-01,2019-Q1,213500,0,2019-01
1/31/2019,3136,Santa Clara County,CA,San Jose-Sunnyvale-Santa Clara,16,1267900,-0.005178501,-0.021153401,0.069326136,0.108453663,0.072972702,2018-09,2018-Q3,1296000,-0.021682099,2018-05
1/31/2019,1561,Broward County,FL,Miami-Fort Lauderdale-West Palm Beach,17,265000,0.0034078,0.012609859,0.085176085,0.112079113,0.041007153,2006-10,2006-Q4,292400,-0.09370725,2005-10
1/31/2019,386,Bexar County,TX,San Antonio-New Braunfels,18,181200,0.00554939,0.017405952,0.069026549,0.071485522,0.035773513,2019-01,2019-Q1,181200,0,2019-01
1/31/2019,2452,New York County,NY,New York-Newark-Jersey City,19,1236100,-0.01143634,-0.029062917,-0.050760252,0.023753448,0.025621901,2017-07,2017-Q3,1329500,-0.070251974,2015-07
1/31/2019,3175,Philadelphia County,PA,Philadelphia-Camden-Wilmington,20,160200,0.010088272,0.0382372,0.128964059,0.091089939,0.033974693,2019-01,2019-Q1,160200,0,2019-01
1/31/2019,1510,Alameda County,CA,San Francisco-Oakland-Hayward,21,869100,-0.004011002,-0.008894971,0.036741023,0.087225326,0.061741355,2018-10,2018-Q4,876900,-0.008894971,2018-09
1/31/2019,2801,Middlesex County,MA,Boston-Cambridge-Newton,22,550000,0.007510533,0.017952989,0.059526103,0.067099979,0.040945257,2019-01,2019-Q1,550000,0,2019-01
1/31/2019,2046,Suffolk County,NY,New York-Newark-Jersey City,23,396800,0.011470813,0.033871808,0.047795088,0.033148102,0.007180891,2006-05,2006-Q2,448000,-0.114285714,2004-12
1/31/2019,3017,Sacramento County,CA,Sacramento--Roseville--Arden-Arcade,24,368900,0.003809524,0.011516315,0.044746531,0.076479087,0.047516303,2005-11,2005-Q4,385800,-0.04380508,2005-04
1/31/2019,401,Bronx County,NY,New York-Newark-Jersey City,25,435800,0.002299908,0.019176801,0.134305049,0.062659764,0.026256772,2019-01,2019-Q1,435800,0,2019-01
1/31/2019,1252,Nassau County,NY,New York-Newark-Jersey City,26,541500,0.000184706,0.012906846,0.074404762,0.060703612,0.024497105,2019-01,2019-Q1,541500,0,2019-01
1/31/2019,2993,Palm Beach County,FL,Miami-Fort Lauderdale-West Palm Beach,27,277200,0.004347826,0.010204082,0.066153846,0.100280636,0.035746789,2006-06,2006-Q2,325100,-0.14733928,2005-06
1/31/2019,2241,Cuyahoga County,OH,Cleveland-Elyria,28,129200,0.00466563,0.017322835,0.052974735,0.055545892,0.013040166,2005-07,2005-Q3,135100,-0.043671355,2003-11
1/31/2019,3165,Hillsborough County,FL,Tampa-St. Petersburg-Clearwater,29,221200,0.002719855,0.014678899,0.072744908,0.103799698,0.034088871,2006-09,2006-Q3,230700,-0.04117902,2006-05
1/31/2019,2614,Allegheny County,PA,Pittsburgh,30,152500,0.000656168,0.008597884,0.064200977,0.063868503,0.035105482,2019-01,2019-Q1,152500,0,2019-01
1/31/2019,1950,Oakland County,MI,Detroit-Warren-Dearborn,31,246800,0.006114961,0.009406953,0.057412168,0.072529175,0.050426311,2019-01,2019-Q1,246800,0,2019-01
1/31/2019,2288,Franklin County,OH,Columbus,32,177800,0.005656109,0.016,0.063397129,0.076128689,0.030781708,2019-01,2019-Q1,177800,0,2019-01
1/31/2019,2339,Hennepin County,MN,Minneapolis-St. Paul-Bloomington,33,281800,0.003203987,0.011486001,0.057410882,0.060380311,0.027856371,2019-01,2019-Q1,281800,0,2019-01
1/31/2019,1287,Orange County,FL,Orlando-Kissimmee-Sanford,34,247200,0.008979592,0.022332506,0.088507266,0.101860876,0.032060779,2006-09,2006-Q3,270800,-0.087149188,2006-02
1/31/2019,1694,Fairfax County,VA,Washington-Arlington-Alexandria,35,544700,0.004240413,0.009825732,0.030847843,0.024038436,0.024619886,2006-01,2006-Q1,553100,-0.015187127,2005-09
1/31/2019,3159,Contra Costa County,CA,San Francisco-Oakland-Hayward,36,623400,-0.002240717,-0.007324841,0.05197435,0.077811781,0.051413336,2018-10,2018-Q4,628000,-0.007324841,2018-08
1/31/2019,2840,Salt Lake County,UT,Salt Lake City,37,367100,0.009625963,0.032339708,0.116823852,0.086551595,0.038008074,2019-01,2019-Q1,367100,0,2019-01
1/31/2019,1440,Travis County,TX,Austin-Round Rock,38,351000,0.001998287,0.016507385,0.089385475,0.083086745,0.051415525,2019-01,2019-Q1,351000,0,2019-01
1/31/2019,3130,Saint Louis County,MO,St. Louis,39,184200,0.000543183,0.007107709,0.033090297,0.050912533,0.011868543,2019-01,2019-Q1,184200,0,2019-01
1/31/2019,281,Pima County,AZ,Tucson,40,204400,0.003929273,0.007392804,0.067362924,0.052979103,0.010076804,2006-06,2006-Q2,237700,-0.140092554,2005-07
1/31/2019,2975,Montgomery County,MD,Washington-Arlington-Alexandria,41,451900,0.002440106,0.006458797,0.033150434,0.02064905,0.01296019,2006-07,2006-Q3,494100,-0.085407812,2005-04
1/31/2019,2347,Honolulu County,HI,Urban Honolulu,42,689900,0.004952658,0.005978419,0.034487929,0.050917176,0.034132787,2019-01,2019-Q1,689900,0,2019-01
1/31/2019,3148,Westchester County,NY,New York-Newark-Jersey City,43,608600,-0.000492692,-0.001148859,0.011467509,0.033281603,0.007211951,2006-04,2006-Q2,654900,-0.070697816,2005-03
1/31/2019,2804,Milwaukee County,WI,Milwaukee-Waukesha-West Allis,44,157700,0.005739796,0.016108247,0.041611625,0.051128864,0.00309582,2006-04,2006-Q2,165900,-0.049427366,2005-06
1/31/2019,1018,Fresno County,CA,Fresno,45,249400,0.004025765,0.016714227,0.059923502,0.077018382,0.027360705,2006-05,2006-Q2,299700,-0.167834501,2005-03
1/31/2019,1388,Shelby County,TN,Memphis,46,131300,0.005359877,0.02258567,0.09325562,0.08755389,0.026787137,2019-01,2019-Q1,131300,0,2019-01
1/31/2019,1020,Fulton County,GA,Atlanta-Sandy Springs-Roswell,47,285400,0.003869152,0.025512037,0.120533962,0.096569829,0.03578359,2019-01,2019-Q1,285400,0,2019-01
1/31/2019,3102,Mecklenburg County,NC,Charlotte-Concord-Gastonia,48,239000,0.007588533,0.023554604,0.079981925,0.083566535,0.035755364,2019-01,2019-Q1,239000,0,2019-01
1/31/2019,157,Erie County,NY,Buffalo-Cheektowaga-Niagara Falls,49,162900,0.000614251,0.002461538,0.046242775,0.048095953,0.030522261,2019-01,2019-Q1,162900,0,2019-01
1/31/2019,1682,DuPage County,IL,Chicago-Naperville-Elgin,50,293300,0.006174957,0.011728182,0.037495578,0.038343761,0.007493828,2006-10,2006-Q4,318000,-0.077672956,2005-06
1/31/2019,2694,Fairfield County,CT,Bridgeport-Stamford-Norwalk,51,336700,0.000297089,0.002083333,0.017220544,0.017780014,-0.003695661,2006-04,2006-Q2,421800,-0.201754386,2003-06
1/31/2019,2480,Pinellas County,FL,Tampa-St. Petersburg-Clearwater,52,229900,0.005247049,0.014115571,0.094240838,0.110218917,0.042725524,2019-01,2019-Q1,229900,0,2019-01
1/31/2019,874,Bergen County,NJ,New York-Newark-Jersey City,53,467200,-0.000213995,0.004731183,0.019197208,0.030979511,0.006039163,2006-07,2006-Q3,510700,-0.085177208,2005-06
1/31/2019,1165,Marion County,IN,Indianapolis-Carmel-Anderson,54,141200,0.009292352,0.03595011,0.141471302,0.100689067,0.026503691,2019-01,2019-Q1,141200,0,2019-01
1/31/2019,324,Wake County,NC,Raleigh,55,289600,0.005904828,0.017211099,0.060029283,0.058348207,0.026985059,2019-01,2019-Q1,289600,0,2019-01
1/31/2019,2337,Hartford County,CT,Hartford-West Hartford-East Hartford,56,227300,0.003089144,0.003089144,0.010222222,0.011000648,-0.003706838,2007-02,2007-Q1,255300,-0.109674892,2005-01
1/31/2019,489,Duval County,FL,Jacksonville,57,181200,0.00554939,0.021420519,0.08438061,0.098076169,0.022185039,2006-10,2006-Q4,187400,-0.033084312,2006-04
1/31/2019,3246,Prince Georges County,MD,Washington-Arlington-Alexandria,58,296900,0.003040541,0.010551396,0.054706927,0.062852228,0.011507766,2007-01,2007-Q1,351800,-0.156054576,2005-06
1/31/2019,2815,New Haven County,CT,New Haven-Milford,59,214200,0.005161896,0.006578947,0.017094017,0.015545417,-0.006788953,2006-05,2006-Q2,267700,-0.199850579,2004-05
1/31/2019,1155,Macomb County,MI,Detroit-Warren-Dearborn,60,172200,0.006428989,0.015330189,0.073566085,0.083341718,0.037906526,2019-01,2019-Q1,172200,0,2019-01
1/31/2019,204,Kern County,CA,Bakersfield,61,216400,0.004642526,0.016439643,0.066535239,0.062916904,0.028365257,2006-07,2006-Q3,279700,-0.226313908,2005-04
1/31/2019,2061,Ventura County,CA,Oxnard-Thousand Oaks-Ventura,62,600900,0,-0.000166389,0.034073309,0.051847746,0.033240335,2006-06,2006-Q2,632100,-0.049359279,2005-09
1/31/2019,2802,Middlesex County,NJ,New York-Newark-Jersey City,63,331200,0.00760572,0.018450185,0.076023392,0.045765883,0.003446067,2006-08,2006-Q3,365100,-0.092851274,2005-06
1/31/2019,2314,Gwinnett County,GA,Atlanta-Sandy Springs-Roswell,64,230800,0.006541648,0.024411895,0.099047619,0.080797403,0.031229661,2019-01,2019-Q1,230800,0,2019-01
1/31/2019,3227,San Francisco County,CA,San Francisco-Oakland-Hayward,65,1378800,0.002617801,0.006496825,0.058335892,0.090810773,0.064742642,2019-01,2019-Q1,1378800,0,2019-01
1/31/2019,2626,Baltimore County,MD,Baltimore-Columbia-Towson,66,244400,0.002050021,0.007004532,0.051635112,0.036899811,0.001485053,2007-04,2007-Q2,273200,-0.105417277,2005-10
1/31/2019,2322,Hamilton County,OH,Cincinnati,67,151100,0.008005337,0.031399317,0.098909091,0.063624413,0.02087192,2019-01,2019-Q1,151100,0,2019-01
1/31/2019,1690,El Paso County,TX,El Paso,68,125200,0.004009623,0.00805153,0.05210084,0.027347578,0.007314614,2019-01,2019-Q1,125200,0,2019-01
1/31/2019,2981,Montgomery County,PA,Philadelphia-Camden-Wilmington,69,309800,0.00356333,0.012749264,0.051238548,0.033375511,0.011253795,2019-01,2019-Q1,309800,0,2019-01
1/31/2019,2879,Worcester County,MA,Worcester,70,283700,0.004959263,0.013938528,0.062546816,0.058107299,0.022367152,2005-10,2005-Q4,284500,-0.002811951,2005-08
1/31/2019,1322,Pierce County,WA,Seattle-Tacoma-Bellevue,71,346500,0.008733624,0.029106029,0.09375,0.094807461,0.032521872,2019-01,2019-Q1,346500,0,2019-01
1/31/2019,504,Essex County,NJ,New York-Newark-Jersey City,72,389800,0.003604531,0.008277289,0.058951372,0.056741427,0.006264959,2007-02,2007-Q1,428900,-0.091163441,2005-08
1/31/2019,951,Collin County,TX,Dallas-Fort Worth-Arlington,73,330300,0.005173463,0.016620499,0.035423197,0.079229718,0.050090944,2019-01,2019-Q1,330300,0,2019-01
1/31/2019,1776,Hidalgo County,TX,McAllen-Edinburg-Mission,74,101000,-0.001976285,-0.004926108,0.08137045,0.055762251,0.022945625,2018-11,2018-Q4,101500,-0.004926108,2018-11
1/31/2019,1223,Monroe County,NY,Rochester,75,144500,0.012613875,0.021923621,-0.024966262,0.029088449,0.015910078,2016-09,2016-Q3,157000,-0.079617834,2016-02
1/31/2019,503,Essex County,MA,Boston-Cambridge-Newton,76,442500,0.005224898,0.013978002,0.057095079,0.062753698,0.03566106,2019-01,2019-Q1,442500,0,2019-01
1/31/2019,2742,Jefferson County,KY,Louisville/Jefferson County,77,160100,0,0.005653266,0.051214708,0.050238784,0.025303613,2019-01,2019-Q1,160100,0,2019-01
1/31/2019,2810,Multnomah County,OR,Portland-Vancouver-Hillsboro,78,404600,0.004219409,0.006467662,0.009985022,0.093061688,0.044692909,2018-03,2018-Q1,404900,-0.000740924,2018-03
1/31/2019,2045,Suffolk County,MA,Boston-Cambridge-Newton,79,561000,0.003937008,0.012818198,0.065122461,0.086161442,0.058475711,2019-01,2019-Q1,561000,0,2019-01
1/31/2019,2463,Oklahoma County,OK,Oklahoma City,80,133900,0.005255255,0.013626041,0.030792918,0.04548344,0.026185807,2019-01,2019-Q1,133900,0,2019-01
1/31/2019,2842,San Mateo County,CA,San Francisco-Oakland-Hayward,81,1347200,-0.004360358,-0.015204678,0.027690899,0.104070044,0.068426686,2018-10,2018-Q4,1368000,-0.015204678,2018-07
1/31/2019,2847,Snohomish County,WA,Seattle-Tacoma-Bellevue,82,467700,0.006239243,0.017181383,0.068784278,0.104373509,0.040581544,2019-01,2019-Q1,467700,0,2019-01
1/31/2019,220,Lake County,IL,Chicago-Naperville-Elgin,83,236300,0.002120441,-0.002111486,0.015034364,0.043703333,-0.002956022,2007-02,2007-Q1,290600,-0.186854783,2003-02
1/31/2019,984,Dekalb County,GA,Atlanta-Sandy Springs-Roswell,84,199000,0.005050505,0.033766234,0.128117914,0.116692738,0.03047049,2019-01,2019-Q1,199000,0,2019-01
1/31/2019,135,Cobb County,GA,Atlanta-Sandy Springs-Roswell,85,257700,0.007821666,0.027921819,0.100341588,0.090504831,0.032698996,2019-01,2019-Q1,257700,0,2019-01
1/31/2019,3134,San Joaquin County,CA,Stockton-Lodi,86,363700,0.003587196,0.009716824,0.070650574,0.097608541,0.06130751,2006-01,2006-Q1,420700,-0.135488472,2005-03
1/31/2019,330,Will County,IL,Chicago-Naperville-Elgin,87,223700,0.003589053,0.014972777,0.050728041,0.046412522,0.005814229,2007-01,2007-Q1,239400,-0.065580618,2005-08
1/31/2019,1804,Jackson County,MO,Kansas City,88,142200,0.007795889,0.025234319,0.100619195,0.056171556,0.018571418,2019-01,2019-Q1,142200,0,2019-01
1/31/2019,1948,Norfolk County,MA,Boston-Cambridge-Newton,89,501700,0.0034,0.010676873,0.059109141,0.058031492,0.036131379,2019-01,2019-Q1,501700,0,2019-01
1/31/2019,988,Denton County,TX,Dallas-Fort Worth-Arlington,90,292800,0.004804393,0.018080668,0.069784436,0.083806315,0.046532058,2019-01,2019-Q1,292800,0,2019-01
1/31/2019,2889,Bernalillo County,NM,Albuquerque,91,202500,0.002971768,0.014529058,0.06747496,0.043586244,0.00486861,2019-01,2019-Q1,202500,0,2019-01
1/31/2019,2732,Jefferson County,AL,Birmingham-Hoover,92,121000,0.004149378,0.021097046,0.110091743,0.053369514,0.005624706,2007-08,2007-Q3,122600,-0.013050571,2006-05
1/31/2019,1106,Hudson County,NJ,New York-Newark-Jersey City,93,447200,0.003815937,0.019375427,0.093131264,0.098717829,0.022582334,2019-01,2019-Q1,447200,0,2019-01
1/31/2019,2441,Monmouth County,NJ,New York-Newark-Jersey City,94,426300,0.004476909,0.009232955,0.05519802,0.037692878,0.010215857,2006-08,2006-Q3,442500,-0.036610169,2005-11
1/31/2019,2243,Davidson County,TN,Nashville-Davidson--Murfreesboro--Franklin,95,265600,0.003779289,0.012581014,0.077047851,0.117502802,0.056497787,2019-01,2019-Q1,265600,0,2019-01
1/31/2019,3001,Providence County,RI,Providence-Warwick,96,250700,0.001998401,0.011294877,0.038955657,0.072709001,0.016908429,2005-12,2005-Q4,272500,-0.08,2004-10
1/31/2019,414,Bucks County,PA,Philadelphia-Camden-Wilmington,97,325300,0.002465331,0.004942848,0.024244332,0.031109636,0.006662618,2006-09,2006-Q3,330400,-0.015435835,2006-03
1/31/2019,1689,El Paso County,CO,Colorado Springs,98,292400,0.006887052,0.023451173,0.090231171,0.080111318,0.040282072,2019-01,2019-Q1,292400,0,2019-01
1/31/2019,3236,Baltimore City,MD,Baltimore-Columbia-Towson,99,119600,0,0.0092827,0.161165049,0.088413409,-0.004644981,2007-09,2007-Q3,137800,-0.132075472,2006-06
1/31/2019,80,Lee County,FL,Cape Coral-Fort Myers,100,231000,-0.004739336,0.001734605,0.032632991,0.076752326,0.037342246,2006-05,2006-Q2,299600,-0.228971963,2005-05
1/31/2019,757,Tulsa County,OK,Tulsa,101,140800,0.000710732,-0.000709723,0.0269876,0.046645013,0.022692364,2018-11,2018-Q4,141000,-0.00141844,2018-10
1/31/2019,201,Kent County,MI,Grand Rapids-Wyoming,102,190300,0.001578947,0.012772751,0.074534161,0.088738753,0.044608049,2019-01,2019-Q1,190300,0,2019-01
1/31/2019,285,Polk County,FL,Lakeland-Winter Haven,103,176400,0.005701254,0.015544041,0.08821715,0.100866779,0.024335471,2006-09,2006-Q3,192900,-0.085536547,2006-03
1/31/2019,3289,District of Columbia,DC,Washington-Arlington-Alexandria,104,581200,0.000344234,0.009202987,0.053089328,0.061424464,0.047017938,2019-01,2019-Q1,581200,0,2019-01
1/31/2019,989,Denver County,CO,Denver-Aurora-Lakewood,105,425800,0.002826189,0.014534191,0.066366141,0.109116173,0.068555056,2019-01,2019-Q1,425800,0,2019-01
1/31/2019,2698,Fort Bend County,TX,Houston-The Woodlands-Sugar Land,106,256900,0.00273224,0.010621558,0.026778577,0.066949045,0.037255247,2019-01,2019-Q1,256900,0,2019-01
1/31/2019,659,Ocean County,NJ,New York-Newark-Jersey City,107,282300,0.000708968,0.005700036,0.038249356,0.032655073,-0.002342886,2006-08,2006-Q3,339600,-0.168727915,2004-11
1/31/2019,2127,Arapahoe County,CO,Denver-Aurora-Lakewood,108,376600,0.004802561,0.015915835,0.04727475,0.101169366,0.062445959,2019-01,2019-Q1,376600,0,2019-01
1/31/2019,2251,Delaware County,PA,Philadelphia-Camden-Wilmington,109,216300,0.004178273,0.014540338,0.06237721,0.036047496,0.000185117,2007-07,2007-Q3,229600,-0.057926829,2005-12
1/31/2019,1558,Bristol County,MA,Providence-Warwick,110,313600,0,0.009983897,0.058744092,0.054075702,0.021422825,2019-01,2019-Q1,313600,0,2019-01
1/31/2019,1822,Johnson County,KS,Kansas City,111,285200,0.00316567,0.013503909,0.071777527,0.065884247,0.032317149,2019-01,2019-Q1,285200,0,2019-01
1/31/2019,1556,Brevard County,FL,Palm Bay-Melbourne-Titusville,112,211600,0.007139457,0.020250723,0.086800205,0.116795551,0.038878555,2006-04,2006-Q2,234000,-0.095726496,2005-07
1/31/2019,1404,Summit County,OH,Akron,113,134500,0.004480956,0.018939394,0.054075235,0.051972428,0.01587489,2019-01,2019-Q1,134500,0,2019-01
1/31/2019,2986,New Castle County,DE,Philadelphia-Camden-Wilmington,114,235000,0.008151008,0.009450172,-0.042769857,0.044530706,0.003160638,2018-01,2018-Q1,245500,-0.042769857,2017-12
1/31/2019,3152,Anne Arundel County,MD,Baltimore-Columbia-Towson,115,342000,0.001464129,0.002638522,0.029190491,0.027169082,0.005421365,2006-06,2006-Q2,375900,-0.090183559,2005-07
1/31/2019,771,Union County,NJ,New York-Newark-Jersey City,116,348500,0.003166379,0.014556041,0.049698795,0.049737845,0.003331398,2006-08,2006-Q3,405600,-0.140779093,2005-02
1/31/2019,2980,Montgomery County,OH,Dayton,117,107900,0.004655493,0.016007533,0.112371134,0.056689784,0.011543671,2007-03,2007-Q1,108400,-0.004612546,2006-10
1/31/2019,2734,Jefferson County,CO,Denver-Aurora-Lakewood,118,424700,0.00283353,0.011913271,0.053062237,0.098095533,0.059799188,2019-01,2019-Q1,424700,0,2019-01
1/31/2019,3069,Washington County,OR,Portland-Vancouver-Hillsboro,119,413100,0.004376368,0.01648622,0.053020647,0.083607524,0.041040034,2019-01,2019-Q1,413100,0,2019-01
1/31/2019,2776,Lancaster County,PA,Lancaster,120,208500,0.007733204,0.020558003,0.06377551,0.039481058,0.012139582,2019-01,2019-Q1,208500,0,2019-01
1/31/2019,1676,Douglas County,NE,Omaha-Council Bluffs,121,172500,0.005244755,0.015303119,0.077451593,0.057715666,0.030770468,2019-01,2019-Q1,172500,0,2019-01
1/31/2019,322,Utah County,UT,Provo-Orem,122,351500,0.008608321,0.034736532,0.147567744,0.087395421,0.036248054,2019-01,2019-Q1,351500,0,2019-01
1/31/2019,197,Kane County,IL,Chicago-Naperville-Elgin,123,229400,0.003060778,0.009683099,0.037539575,0.050164701,0.005156345,2007-02,2007-Q1,250600,-0.084596967,2004-12
1/31/2019,3033,Stanislaus County,CA,Modesto,124,308700,0.005210029,0.014792899,0.059368566,0.097921101,0.056306229,2006-04,2006-Q2,372100,-0.170384305,2005-02
1/31/2019,911,Camden County,NJ,Philadelphia-Camden-Wilmington,125,174200,0.002301496,0.010440835,0.062195122,0.029543345,-0.009630362,2007-04,2007-Q2,213900,-0.185600748,2005-04
1/31/2019,1349,Ramsey County,MN,Minneapolis-St. Paul-Bloomington,126,242600,0.005804312,0.016764459,0.041201717,0.063764212,0.024309599,2019-01,2019-Q1,242600,0,2019-01
1/31/2019,1964,Passaic County,NJ,New York-Newark-Jersey City,127,338300,0.000591541,0.012571087,0.066519546,0.046522682,-0.000559904,2006-12,2006-Q4,405000,-0.164691358,2005-01
1/31/2019,1611,Chester County,PA,Philadelphia-Camden-Wilmington,128,348400,0.003167291,0.005773672,0.038140644,0.031606575,0.010643333,2019-01,2019-Q1,348400,0,2019-01
1/31/2019,2537,Sedgwick County,KS,Wichita,129,136400,0.001468429,0.013372957,0.059006211,0.044341187,0.014510269,2019-01,2019-Q1,136400,0,2019-01
1/31/2019,221,Lake County,IN,Chicago-Naperville-Elgin,130,146300,0.006189821,0.023076923,0.076526858,0.061409328,0.011882529,2019-01,2019-Q1,146300,0,2019-01
1/31/2019,2482,Plymouth County,MA,Boston-Cambridge-Newton,131,389100,0.00464756,0.018853103,0.058199619,0.058372927,0.02696433,2019-01,2019-Q1,389100,0,2019-01
1/31/2019,2063,Volusia County,FL,Deltona-Daytona Beach-Ormond Beach,132,196200,0.009259259,0.02507837,0.073304158,0.102225208,0.028108154,2006-08,2006-Q3,229300,-0.144352377,2005-09
1/31/2019,1241,Morris County,NJ,New York-Newark-Jersey City,133,436200,0.00137741,0.000688231,0.020112254,0.02385386,0.00154911,2006-06,2006-Q2,490300,-0.110340608,2005-02
1/31/2019,2312,Guilford County,NC,Greensboro-High Point,134,149400,0.00538358,0.021189337,0.085755814,0.052454787,0.016536868,2019-01,2019-Q1,149400,0,2019-01
1/31/2019,146,Dane County,WI,Madison,135,272700,0.005530973,0.01187384,0.053302433,0.059872399,0.027256132,2019-01,2019-Q1,272700,0,2019-01
1/31/2019,1396,Sonoma County,CA,Santa Rosa,136,633600,-0.005181347,-0.015384615,0.018322083,0.07560487,0.044818979,2018-10,2018-Q4,643500,-0.015384615,2018-06
1/31/2019,2033,Spokane County,WA,Spokane-Spokane Valley,137,239000,0.004623792,0.018755328,0.095827602,0.091456408,0.031599625,2019-01,2019-Q1,239000,0,2019-01
1/31/2019,2511,Richmond County,NY,New York-Newark-Jersey City,138,532600,-0.006713913,0.007757805,0.075959596,0.073205008,0.031732415,2018-12,2018-Q4,536200,-0.006713913,2018-11
1/31/2019,2465,Onondaga County,NY,Syracuse,139,141100,0.00070922,0.004985755,0.052199851,0.032753799,0.015067852,2019-01,2019-Q1,141100,0,2019-01
1/31/2019,669,Pasco County,FL,Tampa-St. Petersburg-Clearwater,140,179800,0.007282913,0.015245624,0.065797273,0.084592442,0.025409171,2006-07,2006-Q3,212800,-0.155075188,2005-06
1/31/2019,1746,Hampden County,MA,Springfield,141,204700,0.003923492,0.013868252,0.050282196,0.043179555,0.014932859,2019-01,2019-Q1,204700,0,2019-01
1/31/2019,2983,Montgomery County,TX,Houston-The Woodlands-Sugar Land,142,242400,0.000412712,0.004142502,0.03501281,0.055533879,0.032587058,2019-01,2019-Q1,242400,0,2019-01
1/31/2019,2934,Greenville County,SC,Greenville-Anderson-Mauldin,143,194500,0.001544799,0.012493493,0.075179657,0.067511069,0.032178897,2019-01,2019-Q1,194500,0,2019-01
1/31/2019,2896,Burlington County,NJ,Philadelphia-Camden-Wilmington,144,227900,-0.001752081,0.003080986,0.041114664,0.022204333,-0.005490848,2006-09,2006-Q3,273600,-0.167032164,2005-01
1/31/2019,1442,Tulare County,CA,Visalia-Porterville,145,210700,0.006688963,0.020833333,0.091144485,0.077604278,0.028037072,2006-06,2006-Q2,240900,-0.125363221,2005-07
1/31/2019,616,Lucas County,OH,Toledo,146,98200,0.00408998,0.01446281,0.057050592,0.046600522,0.002686943,2006-07,2006-Q3,112800,-0.129432624,2002-06
1/31/2019,353,Adams County,CO,Denver-Aurora-Lakewood,147,340600,0.002354326,0.017627726,0.071406103,0.11719958,0.071021162,2019-01,2019-Q1,340600,0,2019-01
1/31/2019,3266,East Baton Rouge Parish,LA,Baton Rouge,148,167000,0.000599161,0.003003003,0.048336472,0.037087613,0.011334365,2019-01,2019-Q1,167000,0,2019-01
1/31/2019,3286,Virginia Beach City,VA,Virginia Beach-Norfolk-Newport News,149,266000,0.001883239,0.010638298,0.035019455,0.023355807,0.003643385,2007-05,2007-Q2,277500,-0.041441441,2005-10
